Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Description,Investor Names
Seed Round - Yo7ka Anna,https://www.crunchbase.com/funding_round/yo7ka-anna-seed--f26d506b,"Cairo, Al Qahirah, Egypt, Africa",Yo7ka Anna,https://www.crunchbase.com/organization/yo7ka-anna,Seed,,,,2018-02-10,Yo7ka Anna provides engaging and interactive reading programs for children to develop them into motivated readers and empower them.,Edventures
Pre Seed Round - Engaz CRM,https://www.crunchbase.com/funding_round/engaz-crm-pre-seed--cca904a0,"Cairo, Al Qahirah, Egypt, Africa",Engaz CRM,https://www.crunchbase.com/organization/engaz-crm,Pre-Seed,20000,USD,20000,2018-12-09,Engaz CRM is a solution for real estate companies.,Flat6Labs Egypt
Pre Seed Round - Brimore,https://www.crunchbase.com/funding_round/brimore-pre-seed--9f8fbccc,"Cairo, Al Qahirah, Egypt, Africa",Brimore,https://www.crunchbase.com/organization/brimore,Pre-Seed,56000,USD,56000,2018-12-09,Brimore is a social commerce platform that leverages a large network of associated freelance community distributors.,Flat6Labs Egypt
Seed Round - Wayja,https://www.crunchbase.com/funding_round/wayja-9f98-seed--0d65e2bc,"Johannesburg, NA - South Africa, South Africa, Africa",Wayja,https://www.crunchbase.com/organization/wayja-9f98,Seed,,,,2021-01-01,Wayja is a cashless peer-to-peer (P2P) betting platform.,
Debt Financing - Netcare Group,https://www.crunchbase.com/funding_round/netcare-group-debt-financing--d908d5c2,"Sandown, NA - South Africa, South Africa, Africa",Netcare Group,https://www.crunchbase.com/organization/netcare-group,Debt Financing,1000000000,ZAR,68301289,2021-03-17,Netcare cares about the dignity of our patients and all members of the Netcare family.,
Seed Round - Quest,https://www.crunchbase.com/funding_round/quest-2-seed--f9eabb53,"Cairo, Al Qahirah, Egypt, Africa",Quest,https://www.crunchbase.com/organization/quest-2,Seed,50000,USD,50000,2019-12-17,Quest is your ‘glocal’ centre of excellence in the field of human resource training & development.,Bashar Hamood
Seed Round - RubiQube,https://www.crunchbase.com/funding_round/rubiqube-limited-seed--5831d29d,"Lagos, Lagos, Nigeria, Africa",RubiQube,https://www.crunchbase.com/organization/rubiqube-limited,Seed,150000,USD,150000,2020-12-04,"Rubiqube is an Advertising technology company with focus on Video and other Super Rich Media, with a goal to drive customer engagement.",Bashar Hamood
Seed Round - Horezone,https://www.crunchbase.com/funding_round/horezone-seed--a87b4f50,"Asaba, Delta, Nigeria, Africa",Horezone,https://www.crunchbase.com/organization/horezone,Seed,100000,USD,100000,2020-04-03,"Horezone is an e-commerce company building an online marketplace where innovation, convenience and quality products are offered to customers",Bashar Hamood
Pre Seed Round - CTSX,https://www.crunchbase.com/funding_round/cape-town-stock-exchange-pre-seed--3d6fc8d8,"Cape Town, NA - South Africa, South Africa, Africa",CTSX,https://www.crunchbase.com/organization/cape-town-stock-exchange,Pre-Seed,13000000,ZAR,787601,2020-10-11,Private Equity,Black Silver Capital
Corporate Round - Mubawab,https://www.crunchbase.com/funding_round/mubawab-corporate-round--12bf4055,"Casablanca, Grand Casablanca, Morocco, Africa",Mubawab,https://www.crunchbase.com/organization/mubawab,Corporate Round,10000000,USD,10000000,2021-02-18,Mubawab is a real estate classifieds portal for the Middle East and North Africa.,Emerging Markets Property Group (EMPG)
Private Equity Round - Vneuron,https://www.crunchbase.com/funding_round/vneuron-private-equity--11d3ab7a,"Tunis, Tunis, Tunisia, Africa",Vneuron,https://www.crunchbase.com/organization/vneuron,Private Equity,,,,2021-04-05,Vneuron provides Cloud and On-Premise Technologies for Anti Money Laundering (AML) and Digital Experience (DX/DXP).,Tunisian American Enterprise Fund
Grant - Helpmum,https://www.crunchbase.com/funding_round/helpmum-grant--867f1e15,"Ibadan, Oyo, Nigeria, Africa",Helpmum,https://www.crunchbase.com/organization/helpmum,Grant,10000,USD,10000,2021-08-01,"Helpmum is a mobile healthcare service to reduce maternal & infant mortality through e-learning, vaccination tracker, and kit distribution.",International Youth Foundation
Grant - Helpmum,https://www.crunchbase.com/funding_round/helpmum-grant--056430c7,"Ibadan, Oyo, Nigeria, Africa",Helpmum,https://www.crunchbase.com/organization/helpmum,Grant,5000,USD,5000,2017-11-30,"Helpmum is a mobile healthcare service to reduce maternal & infant mortality through e-learning, vaccination tracker, and kit distribution.",Tony Elumelu Foundation
Pre Seed Round - Horezone,https://www.crunchbase.com/funding_round/horezone-pre-seed--f50f53a9,"Asaba, Delta, Nigeria, Africa",Horezone,https://www.crunchbase.com/organization/horezone,Pre-Seed,100000,USD,100000,2020-01-01,"Horezone is an e-commerce company building an online marketplace where innovation, convenience and quality products are offered to customers",FasterCapital
Grant - Helpmum,https://www.crunchbase.com/funding_round/helpmum-grant--7d618749,"Ibadan, Oyo, Nigeria, Africa",Helpmum,https://www.crunchbase.com/organization/helpmum,Grant,15000,USD,15000,2020-07-01,"Helpmum is a mobile healthcare service to reduce maternal & infant mortality through e-learning, vaccination tracker, and kit distribution.",ACT Foundation
Grant - Farm Trust,https://www.crunchbase.com/funding_round/farm-trust-grant--4088add5,"Tunis, Tunis, Tunisia, Africa",Farm Trust,https://www.crunchbase.com/organization/farm-trust,Grant,25000,TND,8454,2019-06-12,Farm Trust is an E-commerce platform for fruits and vegetables that provide traceability through blockchain.,Yunus Social Business
Seed Round - Quest,https://www.crunchbase.com/funding_round/quest-2-seed--56766de9,"Cairo, Al Qahirah, Egypt, Africa",Quest,https://www.crunchbase.com/organization/quest-2,Seed,50000,USD,50000,2019-04-04,Quest is your ‘glocal’ centre of excellence in the field of human resource training & development.,Hesham Zreik
Non Equity Assistance - Livestock Wealth,https://www.crunchbase.com/funding_round/livestock-wealth-non-equity-assistance--884bde06,"Johannesburg, NA - South Africa, South Africa, Africa",Livestock Wealth,https://www.crunchbase.com/organization/livestock-wealth,Non-equity Assistance,,,,2016-01-01,Livestock Wealth is a crowdfarmingTM company that allows people to invest in livestock and earn from sale of the offspring.,MassChallenge
Seed Round - RubiQube,https://www.crunchbase.com/funding_round/rubiqube-limited-seed--8bff11a5,"Lagos, Lagos, Nigeria, Africa",RubiQube,https://www.crunchbase.com/organization/rubiqube-limited,Seed,150000,USD,150000,2020-02-03,"Rubiqube is an Advertising technology company with focus on Video and other Super Rich Media, with a goal to drive customer engagement.",Hesham Zreik
Grant - ZPOS,https://www.crunchbase.com/funding_round/zpos-grant--79a37710,"Lusaka, NA - Zambia, Zambia, Africa",ZPOS,https://www.crunchbase.com/organization/zpos,Grant,7500,USD,7500,2016-12-01,ZPOS is a mobile application that speicalizes in shop management system which allows to record all transactions of the business.,"Insight to Impact, Tony Elumelu Foundation"
Pre Seed Round - Horezone,https://www.crunchbase.com/funding_round/horezone-pre-seed--47dedb77,"Asaba, Delta, Nigeria, Africa",Horezone,https://www.crunchbase.com/organization/horezone,Pre-Seed,100000,USD,100000,2020-02-01,"Horezone is an e-commerce company building an online marketplace where innovation, convenience and quality products are offered to customers",FasterCapital
Grant - Helpmum,https://www.crunchbase.com/funding_round/helpmum-grant--4fd91db0,"Ibadan, Oyo, Nigeria, Africa",Helpmum,https://www.crunchbase.com/organization/helpmum,Grant,5000,USD,5000,2017-03-05,"Helpmum is a mobile healthcare service to reduce maternal & infant mortality through e-learning, vaccination tracker, and kit distribution.",Takeda
Non Equity Assistance - Yallapay,https://www.crunchbase.com/funding_round/yallapay-non-equity-assistance--16b01e85,"Cairo, Al Qahirah, Egypt, Africa",Yallapay,https://www.crunchbase.com/organization/yallapay,Non-equity Assistance,,,,2018-06-01,Yallapay is an online payment solution and collection app.,AUC Venture Lab
Non Equity Assistance - Webville,https://www.crunchbase.com/funding_round/webville-non-equity-assistance--b9d82da4,"Gîza, Al Jizah, Egypt, Africa",Webville,https://www.crunchbase.com/organization/webville,Non-equity Assistance,,,,2017-06-01,Webville is an artificial intelligence company focused on content and computer vision solutions.,AUC Venture Lab
Non Equity Assistance - KlickIt,https://www.crunchbase.com/funding_round/q-less-non-equity-assistance--860516fd,"Cairo, Al Qahirah, Egypt, Africa",KlickIt,https://www.crunchbase.com/organization/q-less,Non-equity Assistance,,,,2018-06-01,"KlickIt is an online payment platform that provides individuals with a fast, accessible and convenient payment method.",AUC Venture Lab
Non Equity Assistance - Doctoorum,https://www.crunchbase.com/funding_round/doctoorum-non-equity-assistance--e8cf40ec,"Cairo, Al Qahirah, Egypt, Africa",Doctoorum,https://www.crunchbase.com/organization/doctoorum,Non-equity Assistance,,,,2019-06-01,Doctoorum is a curated marketplace for medical tourism,AUC Venture Lab
Non Equity Assistance - CreditFins,https://www.crunchbase.com/funding_round/creditfins-non-equity-assistance--db6d73b2,"Gîza, Al Jizah, Egypt, Africa",CreditFins,https://www.crunchbase.com/organization/creditfins,Non-equity Assistance,,,,2020-12-01,"CreditFins is a financial services firm that helps you save money, manage and pay off credit card debt to establish financial freedom.",AUC Venture Lab
Non Equity Assistance - PassApp,https://www.crunchbase.com/funding_round/passapp-non-equity-assistance--e72ec2f8,"Cairo, Al Qahirah, Egypt, Africa",PassApp,https://www.crunchbase.com/organization/passapp,Non-equity Assistance,,,,2020-06-01,PassApp is a digital key on a mobile wallet that is used to access certain gates and doors.,AUC Venture Lab
Non Equity Assistance - WassalNow,https://www.crunchbase.com/funding_round/wassalnow-non-equity-assistance--374517c3,"Cairo, Al Qahirah, Egypt, Africa",WassalNow,https://www.crunchbase.com/organization/wassalnow,Non-equity Assistance,,,,2020-06-01,WassalNow is an app that provides on-demand shipping services.,AUC Venture Lab
Non Equity Assistance - Fawaterak,https://www.crunchbase.com/funding_round/fawaterak-non-equity-assistance--d856174e,"Cairo, Al Qahirah, Egypt, Africa",Fawaterak,https://www.crunchbase.com/organization/fawaterak,Non-equity Assistance,,,,2019-06-01,Fawaterak offers e-payment solutions.,AUC Venture Lab
Non Equity Assistance - ToBadaa,https://www.crunchbase.com/funding_round/tobadaa-non-equity-assistance--d15b8034,"Gîza, Al Jizah, Egypt, Africa",ToBadaa,https://www.crunchbase.com/organization/tobadaa,Non-equity Assistance,,,,2019-06-01,Multi-sided APP/ Connecting travellers direct to tour guides and locals using their own cars for tours and activities & to make money,AUC Venture Lab
Non Equity Assistance - Explore AgoRa,https://www.crunchbase.com/funding_round/explore-agora-non-equity-assistance--77b05116,"Cairo, Al Qahirah, Egypt, Africa",Explore AgoRa,https://www.crunchbase.com/organization/explore-agora,Non-equity Assistance,,,,2018-12-01,Explore AgoRa is an augmented reality platform that presents learning through an authentic and relevant learning experience.,AUC Venture Lab
Non Equity Assistance - 7keema,https://www.crunchbase.com/funding_round/7keema-non-equity-assistance--82ba4a2e,"Cairo, Al Qahirah, Egypt, Africa",7keema,https://www.crunchbase.com/organization/7keema,Non-equity Assistance,,,,2018-06-01,7keema is an On-demand nursing service,AUC Venture Lab
Non Equity Assistance - Elia Designs,https://www.crunchbase.com/funding_round/elia-designs-non-equity-assistance--ee9d8fec,"Cairo, Al Qahirah, Egypt, Africa",Elia Designs,https://www.crunchbase.com/organization/elia-designs,Non-equity Assistance,,,,2017-06-01,Elia Designs is an online Egyptian footwear brand.,AUC Venture Lab
Pre Seed Round - Vooli,https://www.crunchbase.com/funding_round/vooli-insurtech-limited-pre-seed--61cd7ddb,"Nairobi, Nairobi Area, Kenya, Africa",Vooli,https://www.crunchbase.com/organization/vooli-insurtech-limited,Pre-Seed,33000,USD,33000,2021-05-10,Vooli is an Insurtech that focuses on offering on-demand general insurance through App and a website.,THE WORLD BANK
Non Equity Assistance - ZeroPrime Technologies,https://www.crunchbase.com/funding_round/zeroprime-technologies-non-equity-assistance--284f9c13,"Cairo, Al Qahirah, Egypt, Africa",ZeroPrime Technologies,https://www.crunchbase.com/organization/zeroprime-technologies,Non-equity Assistance,,,,2017-06-01,ZeroPrime Technologies (LLC) is an Egyptian startup that design and implement smart cities infrastructure.,AUC Venture Lab
Non Equity Assistance - Jinni,https://www.crunchbase.com/funding_round/jinni-2370-non-equity-assistance--fa7b6262,"Cairo, Al Qahirah, Egypt, Africa",Jinni,https://www.crunchbase.com/organization/jinni-2370,Non-equity Assistance,,,,2017-12-01,"Jinni is a cleaning company, providing residential and commercial cleaning services, making your daily life easier and more comfortable.",AUC Venture Lab
Grant - Farm Trust,https://www.crunchbase.com/funding_round/farm-trust-grant--a9017e67,"Tunis, Tunis, Tunisia, Africa",Farm Trust,https://www.crunchbase.com/organization/farm-trust,Grant,38000,TND,14102,2021-01-02,Farm Trust is an E-commerce platform for fruits and vegetables that provide traceability through blockchain.,"Oxfam’s Enterprise Development Programme, Yunus Social Business"
Non Equity Assistance - EddyPay,https://www.crunchbase.com/funding_round/eddypay-non-equity-assistance--3b1388b0,"Cairo, Al Qahirah, Egypt, Africa",EddyPay,https://www.crunchbase.com/organization/eddypay,Non-equity Assistance,,,,2020-06-01,EddyPay is a fintech company that develops a financial mobile application.,AUC Venture Lab
Non Equity Assistance - VisGo,https://www.crunchbase.com/funding_round/visgo-non-equity-assistance--9f17612c,"Cairo, Al Qahirah, Egypt, Africa",VisGo,https://www.crunchbase.com/organization/visgo,Non-equity Assistance,,,,2019-12-01,VisGo is a startup that provides travelers with location-based audio guides.,AUC Venture Lab
Non Equity Assistance - Dawaya,https://www.crunchbase.com/funding_round/dawaya-non-equity-assistance--1443e502,"Cairo, Al Qahirah, Egypt, Africa",Dawaya,https://www.crunchbase.com/organization/dawaya,Non-equity Assistance,,,,2019-06-01,Dawaya is an online pharmacy.,AUC Venture Lab
Non Equity Assistance - T Tangle - Online Procurement System,https://www.crunchbase.com/funding_round/t-tangle-online-procurement-management-system-non-equity-assistance--2c5625f9,"Cairo, Al Qahirah, Egypt, Africa",T Tangle - Online Procurement System,https://www.crunchbase.com/organization/t-tangle-online-procurement-management-system,Non-equity Assistance,,,,2019-12-01,Online Procurement System that connects businesses to vendors over a single database.,AUC Venture Lab
Non Equity Assistance - Mundial Masr,https://www.crunchbase.com/funding_round/mundial-masr-non-equity-assistance--93d6bd62,"Cairo, Al Qahirah, Egypt, Africa",Mundial Masr,https://www.crunchbase.com/organization/mundial-masr,Non-equity Assistance,,,,2015-06-01,Mundial Masr helps players to play football by matching with sports enthusiasts around you.,AUC Venture Lab
Non Equity Assistance - Nozol,https://www.crunchbase.com/funding_round/nozol-business-non-equity-assistance--00bda994,"Cairo, Al Qahirah, Egypt, Africa",Nozol,https://www.crunchbase.com/organization/nozol-business,Non-equity Assistance,,,,2017-12-01,"CRM for real estate professionals including SMEs, empower them to manage their sales pipeline and collaborate with each other.",AUC Venture Lab
Non Equity Assistance - Seventail,https://www.crunchbase.com/funding_round/seven-2289-non-equity-assistance--1a63cc83,"Cairo, Al Qahirah, Egypt, Africa",Seventail,https://www.crunchbase.com/organization/seven-2289,Non-equity Assistance,,,,2019-12-01,SEVEN delivers groceries and home essentials from a variety of local stores in less than half an hour.,AUC Venture Lab
Non Equity Assistance - Furvive,https://www.crunchbase.com/funding_round/furvive-non-equity-assistance--c459a8f0,"Cairo, Al Qahirah, Egypt, Africa",Furvive,https://www.crunchbase.com/organization/furvive,Non-equity Assistance,,,,2017-12-01,Furvive sells furniture products online.,AUC Venture Lab
Non Equity Assistance - Tutorama,https://www.crunchbase.com/funding_round/tutorama-non-equity-assistance--7491911d,"Cairo, Al Qahirah, Egypt, Africa",Tutorama,https://www.crunchbase.com/organization/tutorama,Non-equity Assistance,,,,2014-12-01,Tutorama is a curated tutoring marketplace connecting parents and students with tutors.,AUC Venture Lab
Non Equity Assistance - Doorak,https://www.crunchbase.com/funding_round/doorak-non-equity-assistance--c652ab9a,"Cairo, Al Qahirah, Egypt, Africa",Doorak,https://www.crunchbase.com/organization/doorak,Non-equity Assistance,,,,2020-06-01,Doorak is an online queuing application that helps people and companies eliminate long queues thus enhancing the waiting experience.,AUC Venture Lab
Non Equity Assistance - SLYD,https://www.crunchbase.com/funding_round/slyd-non-equity-assistance--8a1f463c,"Cairo, Al Qahirah, Egypt, Africa",SLYD,https://www.crunchbase.com/organization/slyd,Non-equity Assistance,,,,2019-06-01,"E-scooters to get you there, faster. MENA Based micromobility platform.",AUC Venture Lab
Non Equity Assistance - CubeZy,https://www.crunchbase.com/funding_round/cubezy-non-equity-assistance--213f827a,"Cairo, Al Qahirah, Egypt, Africa",CubeZy,https://www.crunchbase.com/organization/cubezy,Non-equity Assistance,,,,2018-06-01,AI Engine that helps learners to acquire new skill or certificate,AUC Venture Lab
Non Equity Assistance - Dopal App,https://www.crunchbase.com/funding_round/dopal-app-non-equity-assistance--d2f22108,"Cairo, Al Qahirah, Egypt, Africa",Dopal App,https://www.crunchbase.com/organization/dopal-app,Non-equity Assistance,,,,2020-06-01,"Dopal is a web platform that enable users to explore, compare and book personalized Activities and Experience.",AUC Venture Lab
Non Equity Assistance - MerQ,https://www.crunchbase.com/funding_round/merq-non-equity-assistance--e4f18dd6,"Ismailia, Al Isma'iliyah, Egypt, Africa",MerQ,https://www.crunchbase.com/organization/merq,Non-equity Assistance,,,,2019-12-01,Artificial intelligence startup specialized in developing cognitive chatbots in the form of virtual assistants in financial sector.,AUC Venture Lab
Non Equity Assistance - Clinprime,https://www.crunchbase.com/funding_round/clinprime-non-equity-assistance--73df1566,"Nasr City, Al Qahirah, Egypt, Africa",Clinprime,https://www.crunchbase.com/organization/clinprime,Non-equity Assistance,,,,2019-06-01,ClinPrime is a clinic managemant system.,AUC Venture Lab
Non Equity Assistance - Netsahem,https://www.crunchbase.com/funding_round/netsahem-non-equity-assistance--fd3168e6,"Cairo, Al Qahirah, Egypt, Africa",Netsahem,https://www.crunchbase.com/organization/netsahem,Non-equity Assistance,,,,2017-12-01,Netsahem is a donation network platform.,AUC Venture Lab
Non Equity Assistance - Insanyah,https://www.crunchbase.com/funding_round/insanyah-non-equity-assistance--43678a4b,"Cairo, Al Qahirah, Egypt, Africa",Insanyah,https://www.crunchbase.com/organization/insanyah,Non-equity Assistance,,,,2016-12-01,"Insanyah is a social network that connects non-profit organizations, volunteers, donors and companies.",AUC Venture Lab
Non Equity Assistance - Spare Payments,https://www.crunchbase.com/funding_round/spare-payments-non-equity-assistance--b715f36b,"Cairo, Al Qahirah, Egypt, Africa",Spare Payments,https://www.crunchbase.com/organization/spare-payments,Non-equity Assistance,,,,2017-06-01,Spare is an electronic payments business helping school campuses become cash-free.,AUC Venture Lab
Non Equity Assistance - OWLS,https://www.crunchbase.com/funding_round/owls-0c93-non-equity-assistance--2fc52ae0,"Cairo, Al Qahirah, Egypt, Africa",OWLS,https://www.crunchbase.com/organization/owls-0c93,Non-equity Assistance,,,,2018-06-01,"Owls is an online community for night owls where people around the world share real night thoughts, trade advice and tell their day story.",AUC Venture Lab
Non Equity Assistance - Ordera,https://www.crunchbase.com/funding_round/ordera-non-equity-assistance--7ece41d4,"Cairo, Al Qahirah, Egypt, Africa",Ordera,https://www.crunchbase.com/organization/ordera,Non-equity Assistance,,,,2017-06-01,Ordera is a mobile-based platform that focuses on contactless drive-through and on-the-go picks up options.,AUC Venture Lab
Non Equity Assistance - Amanleek,https://www.crunchbase.com/funding_round/amanleek-non-equity-assistance--71dbe342,"Cairo, Al Qahirah, Egypt, Africa",Amanleek,https://www.crunchbase.com/organization/amanleek,Non-equity Assistance,,,,2019-12-01,Digital insurance platform simplifying purchase & management of insurance,AUC Venture Lab
Non Equity Assistance - 7aweshly,https://www.crunchbase.com/funding_round/7aweshly-non-equity-assistance--f5c55d1e,"Cairo, Al Qahirah, Egypt, Africa",7aweshly,https://www.crunchbase.com/organization/7aweshly,Non-equity Assistance,,,,2017-12-01,A micro-saving tool that helps Egyptian Youth reach their dreams,AUC Venture Lab
Non Equity Assistance - Vapulus,https://www.crunchbase.com/funding_round/vapulus-non-equity-assistance--4d619e09,"Gizah, Al Jizah, Egypt, Africa",Vapulus,https://www.crunchbase.com/organization/vapulus,Non-equity Assistance,,,,2017-12-01,Vapulus simplifies online shopping experiences and increases conversion rates.,AUC Venture Lab
Non Equity Assistance - Hood,https://www.crunchbase.com/funding_round/hood-e3df-non-equity-assistance--a7e2c5ae,"Cairo, Al Qahirah, Egypt, Africa",Hood,https://www.crunchbase.com/organization/hood-e3df,Non-equity Assistance,,,,2018-06-01,"HOOD is a connected vehicle platform that can collect, analyze, and summarize all your vehicle information",AUC Venture Lab
Non Equity Assistance - Neqabty,https://www.crunchbase.com/funding_round/neqabty-non-equity-assistance--23b4d37e,"Cairo, Al Qahirah, Egypt, Africa",Neqabty,https://www.crunchbase.com/organization/neqabty,Non-equity Assistance,,,,2016-12-01,Neqabty offers a mobile application that digitalizes society by linking organizations with its members in the field of healthcare.,AUC Venture Lab
Private Equity Round - Interswitch,https://www.crunchbase.com/funding_round/interswitch-inc-private-equity--53eabcea,"Lagos, Lagos, Nigeria, Africa",Interswitch,https://www.crunchbase.com/organization/interswitch-inc,Private Equity,,,,2017-03-06,Interswitch is an Africa-focused integrated digital payments and commerce company.,TA Associates
Non Equity Assistance - A-eye Tech,https://www.crunchbase.com/funding_round/a-eye-tech-non-equity-assistance--6d7b7520,"Cairo, Al Qahirah, Egypt, Africa",A-eye Tech,https://www.crunchbase.com/organization/a-eye-tech,Non-equity Assistance,,,,2019-06-01,"A-eye Tech provides technological solutions like AI, video analytics, data science & deep machine learning solutions to businesses.",AUC Venture Lab
Non Equity Assistance - Retag,https://www.crunchbase.com/funding_round/retag-non-equity-assistance--ae1b8f62,"Cairo, Al Qahirah, Egypt, Africa",Retag,https://www.crunchbase.com/organization/retag,Non-equity Assistance,,,,2020-12-01,Retag is a peer to peer fashion resale marketplace to Buy/Sell Pre-owned & new fashion items.,AUC Venture Lab
Non Equity Assistance - Gleee Community,https://www.crunchbase.com/funding_round/gleee-community-non-equity-assistance--55d413aa,"Cairo, Al Qahirah, Egypt, Africa",Gleee Community,https://www.crunchbase.com/organization/gleee-community,Non-equity Assistance,,,,2020-06-01,Gleee is a camera marketplace connecting that camera gear distributors.,AUC Venture Lab
Non Equity Assistance - Cryptyd Games,https://www.crunchbase.com/funding_round/cryptyd-games-non-equity-assistance--0759c650,"Alexandria, Al Iskandariyah, Egypt, Africa",Cryptyd Games,https://www.crunchbase.com/organization/cryptyd-games,Non-equity Assistance,,,,2014-12-01,"Cryptyd creates games that engage you fully, embracing you into a world of your own creation.",AUC Venture Lab
Non Equity Assistance - Teegara,https://www.crunchbase.com/funding_round/teegara-com-non-equity-assistance--52c1fc02,"Cairo, Al Qahirah, Egypt, Africa",Teegara,https://www.crunchbase.com/organization/teegara-com,Non-equity Assistance,,,,2020-12-01,"Teegara is an E-commerce website, which provides household plastics and hygiene, small electrical appliances, detergents, and more.",AUC Venture Lab
Non Equity Assistance - Habu Arts,https://www.crunchbase.com/funding_round/habu-arts-non-equity-assistance--a3ef1b2e,"Cairo, Al Qahirah, Egypt, Africa",Habu Arts,https://www.crunchbase.com/organization/habu-arts,Non-equity Assistance,,,,2020-12-01,Habu Arts is a art and craft that revives ancient Egyptian arts,AUC Venture Lab
Non Equity Assistance - EasyKash,https://www.crunchbase.com/funding_round/easykash-non-equity-assistance--86e98750,"Cairo, Al Qahirah, Egypt, Africa",EasyKash,https://www.crunchbase.com/organization/easykash,Non-equity Assistance,,,,2017-06-01,EasyKash helps to receive payments online through diverse payment options and provides an easy process for the customers.,AUC Venture Lab
Non Equity Assistance - ElGameya,https://www.crunchbase.com/funding_round/elgameya-non-equity-assistance--3a3e7cf7,"Cairo, Al Qahirah, Egypt, Africa",ElGameya,https://www.crunchbase.com/organization/elgameya,Non-equity Assistance,,,,2017-12-01,ElGameya is a FinTech mobile app that offers systematic savings tool.,AUC Venture Lab
Non Equity Assistance - Rology,https://www.crunchbase.com/funding_round/rology-non-equity-assistance--c0d8df55,"Cairo, Al Qahirah, Egypt, Africa",Rology,https://www.crunchbase.com/organization/rology,Non-equity Assistance,,,,2017-12-01,AI-assisted On-demand Teleradiology Platform,AUC Venture Lab
Non Equity Assistance - SaveMnT,https://www.crunchbase.com/funding_round/savemnt-non-equity-assistance--40e8c674,"Cairo, Al Qahirah, Egypt, Africa",SaveMnT,https://www.crunchbase.com/organization/savemnt,Non-equity Assistance,,,,2019-12-01,"SaveMnT is a marketplace, which allows costumers to have their online stores and make money from your new and pre-owned stuff.",AUC Venture Lab
Non Equity Assistance - DentaCarts,https://www.crunchbase.com/funding_round/dentacarts-non-equity-assistance--79e5aad1,"Nasr City, Al Qahirah, Egypt, Africa",DentaCarts,https://www.crunchbase.com/organization/dentacarts,Non-equity Assistance,,,,2018-06-01,DentaCarts is a FinTech-Enabled Data-Driven Marketplace for Medical Supplies in MENA providing the widest range of authentic products,AUC Venture Lab
Non Equity Assistance - Electrobekia,https://www.crunchbase.com/funding_round/electrobekia-non-equity-assistance--c21b9e8b,"Qena, Qina, Egypt, Africa",Electrobekia,https://www.crunchbase.com/organization/electrobekia,Non-equity Assistance,,,,2019-12-01,Electrobekia is an electronics company that specializes in electrical waste recycling.,AUC Venture Lab
Non Equity Assistance - Esorus,https://www.crunchbase.com/funding_round/esorus-non-equity-assistance--105277af,"Heliopolis, Al Qahirah, Egypt, Africa",Esorus,https://www.crunchbase.com/organization/esorus,Non-equity Assistance,,,,2019-06-01,"Esorus provides a B2B e-commerce platform for interior sourcing, that helps interior designers, architects & contractors find suppliers.",AUC Venture Lab
Non Equity Assistance - Xpay,https://www.crunchbase.com/funding_round/xpaytech-non-equity-assistance--dff4e07c,"Cairo, Al Qahirah, Egypt, Africa",Xpay,https://www.crunchbase.com/organization/xpaytech,Non-equity Assistance,,,,2018-12-01,Seamless payment and management platform for smart communities,AUC Venture Lab
Non Equity Assistance - Qabess,https://www.crunchbase.com/funding_round/qabess-non-equity-assistance--bd039999,"Cairo, Al Qahirah, Egypt, Africa",Qabess,https://www.crunchbase.com/organization/qabess,Non-equity Assistance,,,,2017-06-01,An Iot startup with the goal of putting smart back into smart things.,AUC Venture Lab
Non Equity Assistance - Raye7,https://www.crunchbase.com/funding_round/raye7-non-equity-assistance--48bb85ad,"Cairo, Al Qahirah, Egypt, Africa",Raye7,https://www.crunchbase.com/organization/raye7,Non-equity Assistance,,,,2016-12-01,Raye7 aims to reduce the traffic and its effects by providing a mobile service to organize and incentive the employees to carpool daily.,AUC Venture Lab
Non Equity Assistance - Dizaria energy,https://www.crunchbase.com/funding_round/dizaria-energy-non-equity-assistance--6f5b6185,"Cairo, Al Qahirah, Egypt, Africa",Dizaria energy,https://www.crunchbase.com/organization/dizaria-energy,Non-equity Assistance,,,,2019-12-01,Dizaria is the  First electric vehicle charging service provider.,AUC Venture Lab
Non Equity Assistance - Medbox (Roshetta),https://www.crunchbase.com/funding_round/medbox-roshetta-non-equity-assistance--4f22ba6b,"Cairo, Al Qahirah, Egypt, Africa",Medbox (Roshetta),https://www.crunchbase.com/organization/medbox-roshetta,Non-equity Assistance,,,,2017-12-01,Roshetta is an easy simple and smart application that is developed to serve pharmacies.,AUC Venture Lab
Non Equity Assistance - Caishni,https://www.crunchbase.com/funding_round/caishni-non-equity-assistance--0f90610e,"Cairo, Al Qahirah, Egypt, Africa",Caishni,https://www.crunchbase.com/organization/caishni,Non-equity Assistance,,,,2019-06-01,Caishni is online platform with smart credibility systems that allows customer to participate in monthly financial associations.,AUC Venture Lab
Non Equity Assistance - Jlood,https://www.crunchbase.com/funding_round/jlood-non-equity-assistance--ad59b4b1,"Cairo, Al Qahirah, Egypt, Africa",Jlood,https://www.crunchbase.com/organization/jlood,Non-equity Assistance,,,,2019-12-01,"Jlood.com is an online shopping platform, a one-stop shop for international designer brands in Egypt.",AUC Venture Lab
